data;

param numFacilities := 200;
param numCustomers := 800;

param : costs capacities facilityXs facilityYs :=
0 10733 4751 40310.770000 94446.890000
1 14764 4450 13000.345000 85667.995000
2 11233 4234 2416.327500 60159.507500
3 12019 6487 31569.850000 53598.120000
4 14789 4111 915.657500 78451.300000
5 12089 4171 23202.700000 13605.397500
6 12831 3636 32716.705000 95020.700000
7 13446 6483 82630.160000 43096.257500
8 12580 3048 33352.370000 83498.017500
9 11453 5755 9292.330000 7641.375000
10 11866 4538 58515.680000 21871.170000
11 11643 3432 47104.552500 98313.100000
12 11306 6888 47099.932500 93531.587500
13 12850 3638 53103.730000 91497.587500
14 11576 5836 91597.112500 1359.942500
15 11145 5647 80295.567500 81146.907500
16 12812 5422 26933.040000 14700.745000
17 12752 4542 42836.562500 12732.652500
18 13325 4696 38850.620000 1556.312500
19 12934 4825 21347.502500 24882.900000
20 11443 5471 82047.235000 75367.195000
21 11233 4335 23873.847500 23003.395000
22 9406 4846 77306.667500 12743.385000
23 13361 3763 58108.582500 86585.177500
24 10534 3917 95231.817500 27731.595000
25 11413 4042 18592.845000 50445.512500
26 11659 5417 13629.470000 96462.537500
27 12864 4365 9626.782500 9367.200000
28 14576 4977 91807.005000 28089.965000
29 14885 5807 37624.255000 91002.907500
30 12598 5980 59027.170000 54644.190000
31 11770 5546 65157.765000 78357.307500
32 12914 4923 21510.782500 56576.205000
33 11508 6194 1424.855000 49930.515000
34 11336 5563 16420.667500 78462.802500
35 12593 4658 41766.270000 49882.960000
36 10829 4579 55100.965000 13840.095000
37 10777 5893 3922.187500 2054.237500
38 10870 4673 45977.540000 65014.715000
39 12538 4623 10371.635000 37071.737500
40 11799 6884 43784.135000 91665.855000
41 11978 3795 14405.552500 62453.255000
42 13774 5132 66616.452500 80963.707500
43 14413 4383 86053.045000 40602.182500
44 15032 4535 41620.712500 18636.585000
45 11346 5512 10225.930000 86463.630000
46 10380 5960 38282.740000 16814.280000
47 11835 6568 26421.595000 50661.870000
48 13465 5637 63367.037500 48936.265000
49 9156 3487 6046.460000 33517.537500
50 12374 4301 77976.345000 88733.132500
51 10780 5204 24825.067500 14040.582500
52 8918 4754 62857.967500 71918.315000
53 11776 5208 13460.720000 85254.120000
54 13383 4201 45224.447500 13531.005000
55 10593 3848 53307.242500 48857.142500
56 10414 4354 52802.447500 35237.875000
57 13468 4484 30491.452500 47154.880000
58 11906 4775 5988.747500 781.757500
59 11595 5282 59137.417500 44562.245000
60 13099 5596 70394.252500 8757.447500
61 13209 5876 66683.840000 79610.955000
62 12516 4153 17811.702500 80637.212500
63 11702 4506 27093.977500 50667.875000
64 10436 6216 28058.685000 50086.247500
65 12004 5222 70652.215000 14405.922500
66 12584 6729 46364.857500 5330.385000
67 13811 5893 67998.057500 51786.890000
68 12498 5237 59304.202500 91425.857500
69 13189 5060 31910.525000 74395.247500
70 11554 5217 48905.347500 18228.260000
71 10604 4465 36963.400000 38393.430000
72 10716 4818 61613.870000 18381.820000
73 11411 4558 31554.547500 37349.427500
74 11287 6036 21889.235000 99564.852500
75 9570 4133 92014.905000 41151.512500
76 10531 6285 17394.502500 7570.792500
77 12769 3160 42390.980000 70538.080000
78 9543 6328 55052.257500 20705.387500
