data;

param numFacilities := 4;
param numCustomers := 15;

param : costs capacities facilityXs facilityYs :=
0 3387 3526 107.266274 478.828384
1 4163 13825 520.835363 265.745335
2 3594 9917 451.751820 18.030113
3 3923 5524 306.162694 232.363582;

param : demands customerXs customerYs :=
0 280 201.715464 574.799859
1 741 690.438795 644.423516
2 1206 254.218063 535.298419
3 536 228.612679 455.938426
4 4795 765.388302 671.196046
5 4530 731.559952 705.368291
6 304 758.391182 680.602347
7 1873 723.406360 704.863229
8 3396 249.321459 519.372561
9 1343 685.426467 690.921229
10 1071 724.061979 704.598017
11 2355 665.161294 684.579816
12 500 740.261552 754.984349
13 3705 749.054251 629.484088
14 453 721.039301 694.949052;

end;
