data;

param numFacilities := 50;
param numCustomers := 200;

param : costs capacities facilityXs facilityYs :=
0 9730 4765 128659.972500 95787.725000
1 7582 4800 46093.072500 59675.055000
2 9211 5543 13670.385000 88631.495000
3 8448 5016 132462.040000 198056.107500
4 7591 4924 46535.495000 84473.490000
5 8264 4775 123240.492500 125211.000000
6 9295 5099 116701.790000 105248.172500
7 8343 4879 158406.597500 5504.750000
8 9711 5702 176469.007500 63000.005000
9 7772 6183 160848.927500 89190.740000
10 9005 5156 186069.155000 194381.770000
11 8550 5699 89937.457500 145752.555000
12 8972 3467 29639.290000 72496.570000
13 8464 4826 68815.360000 160549.617500
14 8918 4522 114580.142500 77546.310000
15 8585 4471 132821.447500 131862.950000
16 8279 5190 149540.807500 132840.930000
17 9233 5426 145388.370000 39997.812500
18 4867 4633 30882.852500 51418.652500
19 6912 6794 44955.902500 103012.872500
20 7691 5302 35255.532500 35755.062500
21 8726 4992 124526.135000 119835.265000
22 8463 4445 135498.062500 104456.497500
23 8856 4483 49323.762500 104618.180000
24 9532 5686 83653.052500 97374.385000
25 8350 5352 38046.277500 33185.755000
26 9203 4562 108753.235000 47770.225000
27 9903 5514 58957.410000 41167.495000
28 9367 4065 145495.382500 41898.240000
29 9041 5043 91396.095000 86844.742500
30 8324 4905 150271.187500 2298.212500
31 7538 5580 164872.905000 156154.517500
32 6097 5184 20212.382500 52470.887500
33 8157 5346 35303.330000 64466.845000
34 9422 6218 98910.340000 46095.445000
35 6490 5759 49894.905000 170068.307500
36 7304 4149 29989.115000 84078.345000
37 7455 5329 59664.480000 88907.045000
38 8337 4535 22323.797500 47232.977500
39 8898 5023 76526.510000 58949.082500
40 7534 5958 60466.480000 37621.397500
41 6667 5728 73736.407500 141903.482500
42 7514 5022 125770.095000 16312.312500
43 10025 4575 144743.585000 10229.747500
44 7043 5431 119970.895000 149749.660000
45 9121 5652 132053.652500 93445.977500
46 6987 4090 133735.372500 4699.187500
47 8300 5779 55834.182500 147085.037500
48 9613 5546 147519.142500 134103.595000
49 6262 5364 164479.352500 192216.107500;

param : demands customerXs customerYs :=
0 270 155605.372500 39123.867500
1 265 79566.370000 87796.535000
2 427 19535.840000 130369.422500
3 394 31568.010000 7981.377500
4 369 133210.275000 67275.527500
5 225 136077.482500 142225.580000
6 253 99035.890000 32157.282500
7 381 113101.882500 187373.042500
8 297 178431.097500 99174.110000
9 499 97693.380000 108622.270000
10 469 61612.110000 177233.915000
11 250 108355.672500 17984.205000
12 408 71756.060000 149518.395000
13 354 72454.765000 94866.710000
14 323 156424.522500 195015.137500
15 548 116084.757500 177295.725000
16 232 160457.227500 128043.002500
17 378 102419.697500 64388.595000
18 356 148599.907500 3238.372500
19 389 136301.040000 99968.302500
20 474 129213.095000 94885.312500
21 366 80072.835000 126606.627500
22 461 155395.562500 80213.880000
23 459 91889.937500 46844.475000
24 388 175282.682500 110309.542500
25 338 68145.360000 177367.187500
26 297 28082.467500 108863.000000
27 494 185358.392500 86828.545000
28 344 22061.772500 35984.755000
29 428 81426.050000 87943.492500
30 258 71820.887500 100041.432500
31 491 171463.105000 27894.732500
32 331 189178.422500 93970.770000
33 571 32629.367500 39238.527500
34 445 173147.835000 170844.035000
35 468 44070.052500 71427.857500
36 318 148254.535000 63697.247500
37 454 157154.132500 85820.347500
38 507 138022.937500 46496.430000
39 510 25907.057500 8763.820000
40 384 24865.290000 48949.687500
41 388 71968.762500 6673.455000
42 312 11574.330000 158588.840000
43 481 197046.377500 21192.037500
44 427 9612.785000 96037.347500
45 401 47802.437500 119917.350000
46 383 67792.592500 48347.557500
47 331 33590.715000 17871.095000
48 392 81384.322500 121483.252500
49 489 154996.700000 104185.372500
50 579 100030.067500 47074.570000
51 486 134525.527500 163448.007500
52 435 84218.960000 122126.497500
53 362 34073.690000 46299.622500
54 472 24456.455000 163066.775000
55 455 116433.717500 128876.957500
56 407 166798.360000 81494.545000
57 424 143151.145000 153980.037500
58 258 102518.212500 74700.590000
59 567 42874.865000 196629.645000
60 302 175657.542500 143627.172500
61 482 56447.327500 162885.400000
62 533 118415.162500 137471.597500
63 328 151106.907500 21015.847500
64 479 196499.285000 108053.525000
65 480 52688.097500 82204.090000
66 315 190364.882500 49274.057500
67 445 110640.707500 82525.870000
68 389 45653.887500 475.897500
69 300 144747.992500 78379.647500
