data;

param numFacilities := 31;
param numCustomers := 176;

param : costs capacities facilityXs facilityYs :=
0 3379 2931882 0.789654 0.268667
1 3396 3798343 0.105970 0.046053
2 3467 870469 0.365938 0.219049
3 3299 3016321 0.536798 0.699689
4 3389 1656668 0.245409 0.968199
5 3052 2580712 0.136900 0.217609
6 3161 1923752 0.393620 0.066448
7 3060 4752988 0.347507 0.835009
8 3319 3026113 0.996443 0.039026
9 3183 4373786 0.286575 0.934560
10 3116 4631989 0.601735 0.812010
11 3250 2942673 0.068086 0.048294
12 3209 4636878 0.029698 0.236782
13 3325 2212541 0.144276 0.586631
14 3346 4095316 0.702102 0.064163
15 3248 3128077 0.987869 0.506605
16 3236 3612484 0.001452 0.727823
17 3125 3603455 0.626071 0.661294
18 3244 4959037 0.073718 0.338688
19 3066 3269922 0.931869 0.409358
20 3407 3847739 0.841452 0.430867
21 3380 4132176 0.110837 0.271598
22 3139 3356840 0.699433 0.563493
23 3517 3837272 0.507463 0.508336
24 3129 4150186 0.019004 0.677351
25 3211 3887789 0.577982 0.494954
26 3508 3431415 0.541095 0.553817
27 3065 4103059 0.087779 0.997261
28 3350 3827291 0.525561 0.278688
29 3472 4386228 0.088091 0.592302
30 3117 3738408 0.498397 0.170998;

param : demands customerXs customerYs :=
0 301076 0.179795 0.281095
1 513025 0.479838 0.187455
2 226706 0.285802 0.874921
3 438706 0.132619 0.084584
4 280008 0.406594 0.288690
5 605407 0.332849 0.478445
6 223789 0.202401 0.888059
7 168998 0.519303 0.618442
8 512885 0.587632 0.003005
9 403689 0.338790 0.951917
10 235942 0.309790 0.089724
11 341381 0.372003 0.784261
12 155235 0.349858 0.207166
13 344803 0.459340 0.550275
14 502389 0.789544 0.224952
15 227332 0.316038 0.981347
16 48550 0.148296 0.565206
17 176513 0.555111 0.618014
18 529990 0.167526 0.641418
19 607932 0.638472 0.513508
20 20351 0.240457 0.666356
21 385656 0.460130 0.042447
22 159988 0.414196 0.430378
23 576946 0.063044 0.365022
24 451645 0.844395 0.947640
25 164853 0.343921 0.304396
26 347378 0.715917 0.683763
27 210157 0.372198 0.690420
28 657017 0.635839 0.207797
29 352578 0.704574 0.733889
30 442622 0.148841 0.476328
31 178490 0.868585 0.980020
32 64760 0.077497 0.880066
33 670252 0.236364 0.546933
34 313442 0.657705 0.962416
35 263408 0.971145 0.721212
36 456478 0.134856 0.338026
37 13138 0.184290 0.840738
38 507065 0.642284 0.223446
39 304786 0.970423 0.645891
40 39886 0.903853 0.826027
41 189403 0.606497 0.953864
42 27118 0.954208 0.092974
43 219679 0.931321 0.161223
44 318686 0.803140 0.522541
45 358930 0.592155 0.364850
46 546530 0.807955 0.649058
47 58871 0.605281 0.789827
48 153973 0.442845 0.509888
49 182742 0.051085 0.785283
50 518286 0.397835 0.205077
51 646559 0.550561 0.811583
52 584216 0.381807 0.748449
53 328638 0.337256 0.443164
54 394657 0.012585 0.742829
55 318591 0.044724 0.628446
56 29325 0.890867 0.521856
57 77166 0.752848 0.247044
58 595634 0.385867 0.719121
59 261612 0.576019 0.390497
60 418365 0.827313 0.726392
61 658917 0.463270 0.846250
62 635910 0.974205 0.295507
63 397977 0.744662 0.075231
64 522222 0.725703 0.638172
65 591988 0.531376 0.373626
66 226728 0.138745 0.691098
67 571406 0.394793 0.577905
68 293039 0.128489 0.937180
69 71156 0.955770 0.375338
70 91831 0.010935 0.302596
71 506185 0.258835 0.457247
72 752767 0.230775 0.001848
73 445097 0.695548 0.085041
74 211598 0.864944 0.017163
75 526681 0.595820 0.514228
76 428313 0.319170 0.936221
77 560588 0.861952 0.540885
78 427024 0.185901 0.371773
79 557829 0.534219 0.895860
80 815140 0.209977 0.603167
81 606068 0.009175 0.282809
82 225190 0.494085 0.279828
83 765653 0.527229 0.689784
84 648122 0.146944 0.185840
85 405437 0.671785 0.988540
86 117971 0.098463 0.646059
87 308031 0.414626 0.497545
88 370896 0.901443 0.431818
89 546575 0.090607 0.605216
90 138729 0.234023 0.627665
91 811751 0.221942 0.822879
92 578839 0.139000 0.807581
93 767248 0.949089 0.065377
94 490375 0.871479 0.211073
95 859876 0.644459 0.690536
96 151630 0.510488 0.546803
97 442568 0.401468 0.089000
98 385808 0.020956 0.706510
99 405292 0.557941 0.241034
100 520796 0.479417 0.963140
101 888313 0.359366 0.399743
102 649179 0.143977 0.002454
103 561378 0.941391 0.372032
104 413874 0.436939 0.785510
105 290209 0.430089 0.273271
106 255759 0.145137 0.044713
107 276088 0.895468 0.901896
108 978649 0.896488 0.817017
109 967720 0.230686 0.549707
110 172151 0.877729 0.623943
111 332864 0.461717 0.901517
112 85768 0.741140 0.425669
113 833422 0.277203 0.295967
114 122151 0.862361 0.845504
115 872262 0.230910 0.537862
116 638696 0.090149 0.384080
117 241170 0.207692 0.601214
118 29612 0.471797 0.173173
119 1065733 0.743821 0.162287
120 315308 0.519267 0.911949
121 959978 0.464372 0.366776
122 220668 0.373646 0.849551
123 750039 0.041475 0.743589
124 389815 0.301068 0.009861
125 859489 0.133745 0.390094
126 482515 0.755350 0.811078
127 255541 0.529250 0.664423
128 220641 0.526430 0.734786
129 1041317 0.963464 0.416418
130 944421 0.524215 0.076003
131 90813 0.099142 0.681434
132 272208 0.726504 0.089453
133 479215 0.587405 0.562958
134 392027 0.099757 0.399223
135 390316 0.709979 0.198020
136 1070081 0.378806 0.355051
137 816503 0.718666 0.325337
138 1194035 0.367349 0.602226
139 100568 0.525229 0.306359
140 369499 0.347579 0.637687
141 621994 0.166380 0.444307
142 1310357 0.323696 0.772145
143 910912 0.505989 0.514868
144 611753 0.897402 0.776762
145 642202 0.180764 0.983063
146 188368 0.838220 0.408804
147 568049 0.336013 0.216990
148 970741 0.616128 0.027229
149 1193561 0.192417 0.650771
150 890012 0.063553 0.850431
151 824482 0.275187 0.627999
152 338106 0.992268 0.630292
153 1154601 0.292136 0.536844
154 1516941 0.299799 0.025953
155 378073 0.494986 0.946273
156 767803 0.655228 0.193583
157 126191 0.425696 0.087431
158 1480107 0.584361 0.707743
159 1266773 0.462757 0.417691
160 869904 0.209563 0.528925
161 1974602 0.711635 0.750030
162 287200 0.149421 0.836228
163 1630128 0.958561 0.539807
164 2017011 0.585400 0.787645
165 1791099 0.910430 0.896977
166 1971995 0.157947 0.497996
167 838938 0.925103 0.344192
168 387893 0.449487 0.111297
169 712590 0.452064 0.610178
170 2023697 0.677526 0.894953
171 1300388 0.893373 0.970828
172 2515263 0.917836 0.683925
173 194330 0.010769 0.183957
174 552444 0.068769 0.807445
175 2214201 0.621855 0.639968;

end;
