sceneID,acquisitionDate,sunElevation,sunAzimuth
LT51910251984193XXX12,1984-07-11,55.10287595,134.30002439
LT51910251984193XXX12,1984-07-11,55.10287595,134.30002439
LT51920251984248XXX03,1984-09-04,42.27720853,146.60353876
LT51920251984248XXX03,1984-09-04,42.27720853,146.60353876
LT51910251984273XXX02,1984-09-29,33.88351072,153.155577
LT51910251984273XXX02,1984-09-29,33.88351072,153.155577
LT51920251984296XXX02,1984-10-22,25.95042834,157.41210136
LT51920251984296XXX02,1984-10-22,25.95042834,157.41210136
LT51910251984305XXX02,1984-10-31,23.04733067,158.44162469
LT51910251984305XXX02,1984-10-31,23.04733067,158.44162469
LT51920251985186KIS00,1985-07-05,55.99236395,134.5029725
LT51920251985186KIS00,1985-07-05,55.99236395,134.5029725
LT51920251985234KIS00,1985-08-22,46.21979932,142.73852892
LT51920251985234KIS00,1985-08-22,46.21979932,142.73852892
LT51920251985298KIS00,1985-10-25,24.96857661,157.45696538
LT51920251985298KIS00,1985-10-25,24.96857661,157.45696538
LT51920251986077KIS00,1986-03-18,33.57593718,146.28616733
LT51920251986077KIS00,1986-03-18,33.57593718,146.28616733
LT51920251986125XXX06,1986-05-05,50.45867601,140.49968237
LT51920251986125XXX06,1986-05-05,50.45867601,140.49968237
LT51910251986166AAA08,1986-06-15,56.2134181,133.29645687
LT51910251986166AAA08,1986-06-15,56.2134181,133.29645687
LT51920251986173XXX02,1986-06-22,56.12374735,132.54889504
LT51920251986173XXX02,1986-06-22,56.12374735,132.54889504
LT51910251986182XXX03,1986-07-01,55.59471858,132.08936826
LT51910251986182XXX03,1986-07-01,55.59471858,132.08936826
LT51910251986198XXX04,1986-07-17,53.62167561,132.76576647
LT51910251986198XXX04,1986-07-17,53.62167561,132.76576647
LT51910251986214XXX03,1986-08-02,50.54840406,135.2370121
LT51910251986214XXX03,1986-08-02,50.54840406,135.2370121
LT51910251986230XXX03,1986-08-18,46.58478505,138.98610888
LT51910251986230XXX03,1986-08-18,46.58478505,138.98610888
LT51920251986237XXX03,1986-08-25,44.61271614,140.8528075
LT51920251986237XXX03,1986-08-25,44.61271614,140.8528075
LT51910251986246XXX03,1986-09-03,41.90614925,143.34278945
LT51910251986246XXX03,1986-09-03,41.90614925,143.34278945
LT51920251986253XXX03,1986-09-10,39.68191358,145.28431874
LT51920251986253XXX03,1986-09-10,39.68191358,145.28431874
LT51910251986262XXX03,1986-09-19,36.7097723,147.70880953
LT51910251986262XXX03,1986-09-19,36.7097723,147.70880953
LT51920251986269XXX03,1986-09-26,34.32458767,149.46578324
LT51920251986269XXX03,1986-09-26,34.32458767,149.46578324
LT51920251986285XXX03,1986-10-12,28.80184357,152.90759297
LT51920251986285XXX03,1986-10-12,28.80184357,152.90759297
LT51920251986301XXX03,1986-10-28,23.46296749,155.29392356
LT51920251986301XXX03,1986-10-28,23.46296749,155.29392356
LT51910251987057XXX04,1987-02-26,25.38295288,146.91002364
LT51910251987057XXX04,1987-02-26,25.38295288,146.91002364
LT51920251987080XXX02,1987-03-21,34.31049246,144.93692337
LT51920251987080XXX02,1987-03-21,34.31049246,144.93692337
LT51920251987096XXX02,1987-04-06,40.5805119,143.5615517
LT51920251987096XXX02,1987-04-06,40.5805119,143.5615517
LT51910251987121XXX03,1987-05-01,49.12530348,140.6616627
LT51910251987121XXX03,1987-05-01,49.12530348,140.6616627
LT51920251987128XXX02,1987-05-08,51.04190832,139.60091216
LT51920251987128XXX02,1987-05-08,51.04190832,139.60091216
LT51910251987137XXX02,1987-05-17,53.10954963,138.12383725
LT51910251987137XXX02,1987-05-17,53.10954963,138.12383725
LT51920251987144XXX02,1987-05-24,54.37662883,136.91101888
LT51920251987144XXX02,1987-05-24,54.37662883,136.91101888
LT51920251987192XXX02,1987-07-11,54.79043212,133.02200135
LT51920251987192XXX02,1987-07-11,54.79043212,133.02200135
LT51910251987233XXX02,1987-08-21,46.31136089,141.25028097
LT51910251987233XXX02,1987-08-21,46.31136089,141.25028097
LT51920251987256XXX03,1987-09-13,39.32116787,147.90597058
LT51920251987256XXX03,1987-09-13,39.32116787,147.90597058
LT51920251987304KIS00,1987-10-31,23.13940792,157.79576611
LT51920251987304KIS00,1987-10-31,23.13940792,157.79576611
LT51920251988003KIS00,1988-01-03,13.34478371,155.63215131
LT51920251988003KIS00,1988-01-03,13.34478371,155.63215131
LT51920251988035KIS00,1988-02-04,18.87216891,151.46432364
LT51920251988035KIS00,1988-02-04,18.87216891,151.46432364
LT51920251988115KIS00,1988-04-24,47.8865293,143.79899297
LT51920251988115KIS00,1988-04-24,47.8865293,143.79899297
LT51920251988147KIS00,1988-05-26,55.47324766,138.72488911
LT51920251988147KIS00,1988-05-26,55.47324766,138.72488911
LT51920251988163KIS00,1988-06-11,56.89783797,136.18889718
LT51920251988163KIS00,1988-06-11,56.89783797,136.18889718
LT41920251988187XXX05,1988-07-05,55.82883659,134.08808056
LT41920251988187XXX05,1988-07-05,55.82883659,134.08808056
LT51920251988211KIS00,1988-07-29,52.23902714,137.43976116
LT51920251988211KIS00,1988-07-29,52.23902714,137.43976116
LT41920251988219XXX03,1988-08-06,50.33537157,138.7369789
LT41920251988219XXX03,1988-08-06,50.33537157,138.7369789
LT51920251988227KIS00,1988-08-14,48.44936366,141.05999563
LT51920251988227KIS00,1988-08-14,48.44936366,141.05999563
LT51920251988243KIS00,1988-08-30,43.8892193,145.43988173
LT51920251988243KIS00,1988-08-30,43.8892193,145.43988173
LT51920251988259KIS00,1988-09-15,38.72664794,149.84555175
LT51920251988259KIS00,1988-09-15,38.72664794,149.84555175
LT51920251988291KIS00,1988-10-17,27.65594881,156.81918576
LT51920251988291KIS00,1988-10-17,27.65594881,156.81918576
LT41920251988315XXX03,1988-11-10,20.16841259,159.49521302
LT41920251988315XXX03,1988-11-10,20.16841259,159.49521302
LT51920251989053KIS00,1989-02-22,24.86458146,149.4833736
LT51920251989053KIS00,1989-02-22,24.86458146,149.4833736
LT51920251989085KIS00,1989-03-26,37.10844903,146.42459834
LT51920251989085KIS00,1989-03-26,37.10844903,146.42459834
LT51920251989101KIS00,1989-04-11,43.23774555,144.99966425
LT51920251989101KIS00,1989-04-11,43.23774555,144.99966425
LT51920251989149KIS00,1989-05-29,55.61018893,137.46852456
LT51920251989149KIS00,1989-05-29,55.61018893,137.46852456
LT51920251989165KIS00,1989-06-14,56.67901843,134.87701126
LT51920251989165KIS00,1989-06-14,56.67901843,134.87701126
LT41920251989173XXX01,1989-06-22,57.24775444,136.11859302
LT41920251989173XXX01,1989-06-22,57.24775444,136.11859302
LT41920251989189XXX01,1989-07-08,56.05367238,135.86591059
LT41920251989189XXX01,1989-07-08,56.05367238,135.86591059
LT51920251989197KIS00,1989-07-16,54.27251909,134.28799189
LT51920251989197KIS00,1989-07-16,54.27251909,134.28799189
LT51920251989229KIS00,1989-08-17,47.30197915,140.43230039
LT51920251989229KIS00,1989-08-17,47.30197915,140.43230039
LT51920251989261KIS00,1989-09-18,37.3984322,149.09518234
LT51920251989261KIS00,1989-09-18,37.3984322,149.09518234
LT51920251990040KIS00,1990-02-09,19.83562811,148.91990897
LT51920251990040KIS00,1990-02-09,19.83562811,148.91990897
LT51920251990056KIS00,1990-02-25,25.11858174,146.97837968
LT51920251990056KIS00,1990-02-25,25.11858174,146.97837968
LT51920251990104KIS00,1990-04-14,43.3800728,141.89699902
LT51920251990104KIS00,1990-04-14,43.3800728,141.89699902
LT41920251990112XXX02,1990-04-22,47.16824654,144.42502658
LT41920251990112XXX02,1990-04-22,47.16824654,144.42502658
LT51920251990136KIS00,1990-05-16,52.57347325,136.99719447
LT51920251990136KIS00,1990-05-16,52.57347325,136.99719447
LT41920251990144XXX03,1990-05-24,55.10499596,139.17169582
LT41920251990144XXX03,1990-05-24,55.10499596,139.17169582
LT51920251990152KIS00,1990-06-01,55.00827761,134.0749594
LT51920251990152KIS00,1990-06-01,55.00827761,134.0749594
LT51920251990248KIS00,1990-09-05,41.17142208,143.59438323
LT51920251990248KIS00,1990-09-05,41.17142208,143.59438323
LT51920251990296KIS00,1990-10-23,25.09451675,154.74340818
LT51920251990296KIS00,1990-10-23,25.09451675,154.74340818
LT51920251990328KIS00,1990-11-24,16.12406126,156.82107658
LT51920251990328KIS00,1990-11-24,16.12406126,156.82107658
LT51910251991228XXX03,1991-08-16,47.37915902,139.03412427
LT51910251991228XXX03,1991-08-16,47.37915902,139.03412427
LT41910251992191XXX02,1992-07-09,52.83079679,127.18795937
LT41910251992191XXX02,1992-07-09,52.83079679,127.18795937
LT41910251992207XXX02,1992-07-25,50.4182239,129.31249721
LT41910251992207XXX02,1992-07-25,50.4182239,129.31249721
LT41920251992230XXX02,1992-08-17,45.33374918,134.92674558
LT41920251992230XXX02,1992-08-17,45.33374918,134.92674558
LT51910251993105XXX04,1993-04-15,44.04008389,142.4186364
LT51910251993105XXX04,1993-04-15,44.04008389,142.4186364
LT51910251993121XXX02,1993-05-01,49.18363244,140.25324538
LT51910251993121XXX02,1993-05-01,49.18363244,140.25324538
LT51910251993137XXX01,1993-05-17,53.06938401,137.5416363
LT51910251993137XXX01,1993-05-17,53.06938401,137.5416363
LT51910251993153XXX02,1993-06-02,55.40391756,134.7014514
LT51910251993153XXX02,1993-06-02,55.40391756,134.7014514
LT51910251993185XXX02,1993-07-04,55.20286027,131.82127277
LT51910251993185XXX02,1993-07-04,55.20286027,131.82127277
LT51910251993217XXX02,1993-08-05,49.84106514,136.06530625
LT51910251993217XXX02,1993-08-05,49.84106514,136.06530625
LT51910251993249AAA02,1993-09-06,41.01247853,144.74171044
LT51910251993249AAA02,1993-09-06,41.01247853,144.74171044
LT51910251993265XXX02,1993-09-22,35.75467855,149.13523336
LT51910251993265XXX02,1993-09-22,35.75467855,149.13523336
LT51920251994115XXX03,1994-04-25,47.04792158,140.33701448
LT51920251994115XXX03,1994-04-25,47.04792158,140.33701448
LT51910251994124XXX01,1994-05-04,49.66739611,138.89884463
LT51910251994124XXX01,1994-05-04,49.66739611,138.89884463
LT51920251994131AAA03,1994-05-11,51.41445733,137.64809525
LT51920251994131AAA03,1994-05-11,51.41445733,137.64809525
LT51920251994147XXX03,1994-05-27,54.32506099,134.64197649
LT51920251994147XXX03,1994-05-27,54.32506099,134.64197649
LT51920251994163XXX02,1994-06-12,55.58870233,131.97448656
LT51920251994163XXX02,1994-06-12,55.58870233,131.97448656
LT51920251994179AAA02,1994-06-28,55.24938593,130.54181729
LT51920251994179AAA02,1994-06-28,55.24938593,130.54181729
LT51920251994195AAA02,1994-07-14,53.52054534,130.93854589
LT51920251994195AAA02,1994-07-14,53.52054534,130.93854589
LT51920251994211AAA02,1994-07-30,50.66317116,133.18535681
LT51920251994211AAA02,1994-07-30,50.66317116,133.18535681
LT51920251994227XXX02,1994-08-15,46.90198458,136.8506845
LT51920251994227XXX02,1994-08-15,46.90198458,136.8506845
LT51920251994243AAA02,1994-08-31,42.40297677,141.26065184
LT51920251994243AAA02,1994-08-31,42.40297677,141.26065184
LT51920251994259XXX02,1994-09-16,37.33677997,145.75318503
LT51920251994259XXX02,1994-09-16,37.33677997,145.75318503
LT51910251994268XXX02,1994-09-25,34.32080603,148.10851761
LT51910251994268XXX02,1994-09-25,34.32080603,148.10851761
LT51910251994284AAA02,1994-10-11,28.8370243,151.678101
LT51910251994284AAA02,1994-10-11,28.8370243,151.678101
LT51920251994291XXX03,1994-10-18,26.45905917,152.91928168
LT51920251994291XXX03,1994-10-18,26.45905917,152.91928168
LT51910251994300XXX02,1994-10-27,23.50250284,154.19690364
LT51910251994300XXX02,1994-10-27,23.50250284,154.19690364
LT51920251998110KIS00,1998-04-20,47.05731838,146.62697348
LT51920251998110KIS00,1998-04-20,47.05731838,146.62697348
LT51920251998158KIS00,1998-06-07,57.44399873,139.54212482
LT51920251998158KIS00,1998-06-07,57.44399873,139.54212482
LT51920251998222KIS00,1998-08-10,50.3441381,142.56766747
LT51920251998222KIS00,1998-08-10,50.3441381,142.56766747
LT51920251998238KIS00,1998-08-26,45.92024745,146.74569411
LT51920251998238KIS00,1998-08-26,45.92024745,146.74569411
LT51910251999154KIS00,1999-06-03,57.1290338,140.3244663
LT51910251999154KIS00,1999-06-03,57.1290338,140.3244663
LE71920251999201AGS00,1999-07-20,56.3493118,144.0656891
LE71910251999226AGS00,1999-08-14,50.6785278,148.6031647
LE71920251999249AGS00,1999-09-06,43.6365356,154.362854
LE71910251999258EDC00,1999-09-15,40.5555115,156.5926514
LE71920251999265EDC00,1999-09-22,38.0768127,158.2273407
LE71920251999345EDC00,1999-12-11,15.1972618,163.7478943
LE71920252000108EDC00,2000-04-17,47.4471779,152.0408478
LE71910252000117SGS00,2000-04-26,50.4458694,151.1911469
LE71920252000124EDC00,2000-05-03,52.5431023,150.3858643
LE71910252000133EDC00,2000-05-12,54.8718071,149.1550293
LE71920252000156EDC00,2000-06-04,58.6066628,145.4165344
LE71910252000165EDC00,2000-06-13,59.1216545,144.0940094
LE71920252000172EDC00,2000-06-20,59.1547737,143.2921906
LE71920252000236EDC01,2000-08-23,47.6970787,150.2445374
LE71910252000245EDC00,2000-09-01,44.8722687,152.5196838
LE71920252000268EDC00,2000-09-24,36.9357376,158.0445862
LE71920252000316AGS00,2000-11-11,20.8000984,164.2472534
LE71920252001046EDC01,2001-02-15,23.9971867,155.4076843
LE71910252001071EDC00,2001-03-12,33.2869568,153.5804443
LE71910252001199EDC00,2001-07-18,56.2322617,142.4064026
LT51910252001207MTI00,2001-07-26,53.88289538,140.24631237
LT51910252001207MTI00,2001-07-26,53.88289538,140.24631237
LE71910252001231SGS00,2001-08-19,48.7695732,148.410202
LE71920252001238EDC00,2001-08-26,46.6766739,150.172348
LE71920252001286EDC00,2001-10-13,30.0995693,161.0011902
LE71910252001343SGS00,2001-12-09,15.1651554,162.8841858
LE71920252002033EDC00,2002-02-02,19.8627377,156.3568115
LE71920252002065EDC00,2002-03-06,30.7368469,153.5655518
LE71920252002097EDC00,2002-04-07,43.3409271,151.6196289
LE71920252002113EDC00,2002-04-23,49.0445938,150.2784882
LE71910252002122EDC00,2002-05-02,51.8323746,149.2610321
LE71920252002129EDC00,2002-05-09,53.7332497,148.3213959
LT51920252002137MTI00,2002-05-17,54.50319924,142.72363155
LT51920252002137MTI00,2002-05-17,54.50319924,142.72363155
LE71910252002138AGS01,2002-05-18,55.773571,146.9388275
LT51910252002162MTI00,2002-06-11,57.50736988,138.40597065
LT51910252002162MTI00,2002-06-11,57.50736988,138.40597065
LT51920252002169MTI00,2002-06-18,57.6047758,137.46892564
LT51920252002169MTI00,2002-06-18,57.6047758,137.46892564
LE71920252002177EDC00,2002-06-26,58.6387444,141.5289307
LT51910252002178MTI00,2002-06-27,57.30499474,136.75918023
LT51910252002178MTI00,2002-06-27,57.30499474,136.75918023
LE71910252002186EDC00,2002-07-05,57.9429893,141.2985382
LE71910252002202EDC00,2002-07-21,55.6570473,142.3537445
LE71920252002209EDC00,2002-07-28,54.2857399,143.3636932
LE71920252002241NSG00,2002-08-29,45.77161026,150.67181396
LE71910252002250SGS00,2002-09-07,42.8352699,152.943634
LE71920252002273EDC00,2002-09-30,34.7845421,158.3448486
LE71920252003036EDC00,2003-02-05,20.617424,156.0026855
LE71910252003045SGS00,2003-02-14,23.3887215,155.1060028
LE71910252003125ASN00,2003-05-05,52.6256676,148.8788757
LE71920252003196EDC01,2003-07-15,56.7159576,141.7805939
LE71920252003196EDC01,2003-07-15,56.7159576,141.7805939
LE71920252003196EDC01,2003-07-15,56.7159576,141.7805939
LT51910252003197MTI01,2003-07-16,55.33326962,137.45271042
LT51910252003197MTI01,2003-07-16,55.33326962,137.45271042
LT51910252003213MTI01,2003-08-01,52.35637263,139.97048171
LT51910252003213MTI01,2003-08-01,52.35637263,139.97048171
LT51920252003236MTI01,2003-08-24,46.4449216,145.6604775
LT51920252003236MTI01,2003-08-24,46.4449216,145.6604775
LT51910252003261MTI01,2003-09-18,38.44566049,152.53618991
LT51910252003261MTI01,2003-09-18,38.44566049,152.53618991
LT51920252003268MTI01,2003-09-25,36.01859131,154.27775056
LT51920252003268MTI01,2003-09-25,36.01859131,154.27775056
LE71910252003269ASN01,2003-09-26,36.3186493,157.576355
LE71910252003269ASN01,2003-09-26,36.3186493,157.576355
LE71910252003269ASN01,2003-09-26,36.3186493,157.576355
LE71910252003301EDC01,2003-10-28,25.1421814,162.8333435
LE71910252003301EDC01,2003-10-28,25.1421814,162.8333435
LE71910252003301EDC01,2003-10-28,25.1421814,162.8333435
LE71920252004119EDC03,2004-04-28,50.8478546,149.7822266
LE71920252004119EDC03,2004-04-28,50.8478546,149.7822266
LE71920252004119EDC03,2004-04-28,50.8478546,149.7822266
LE71920252004135ASN01,2004-05-14,55.0933113,147.6135406
LE71920252004135ASN01,2004-05-14,55.0933113,147.6135406
LE71920252004135ASN01,2004-05-14,55.0933113,147.6135406
LE71920252004151ASN01,2004-05-30,57.8342285,144.9872742
LE71920252004151ASN01,2004-05-30,57.8342285,144.9872742
LE71920252004151ASN01,2004-05-30,57.8342285,144.9872742
LT51910252004152KIS00,2004-05-31,57.19400929,141.81277155
LT51910252004152KIS00,2004-05-31,57.19400929,141.81277155
LT51920252004159KIS00,2004-06-07,57.82686131,140.76840813
LT51920252004159KIS00,2004-06-07,57.82686131,140.76840813
LE71910252004160ASN01,2004-06-08,58.6397858,143.5646057
LE71910252004160ASN01,2004-06-08,58.6397858,143.5646057
LE71910252004160ASN01,2004-06-08,58.6397858,143.5646057
LE71910252004176ASN01,2004-06-24,58.763134,141.7865906
LE71910252004176ASN01,2004-06-24,58.763134,141.7865906
LE71910252004176ASN01,2004-06-24,58.763134,141.7865906
LT51910252004200KIS00,2004-07-18,55.51879926,139.93323826
LT51910252004200KIS00,2004-07-18,55.51879926,139.93323826
LT51920252004207KIS00,2004-07-25,54.25120438,140.93720687
LT51920252004207KIS00,2004-07-25,54.25120438,140.93720687
LE71920252004215ASN01,2004-08-02,53.1153336,144.5650177
LE71920252004215ASN01,2004-08-02,53.1153336,144.5650177
LE71920252004215ASN01,2004-08-02,53.1153336,144.5650177
LT51910252004216KIS00,2004-08-03,52.33076061,142.65349928
LT51910252004216KIS00,2004-08-03,52.33076061,142.65349928
LT51920252004223MTI01,2004-08-10,50.62592772,144.24396615
LT51920252004223MTI01,2004-08-10,50.62592772,144.24396615
LE71910252004224ASN01,2004-08-11,50.8805084,146.4853821
LE71910252004224ASN01,2004-08-11,50.8805084,146.4853821
LE71910252004224ASN01,2004-08-11,50.8805084,146.4853821
LT51910252004232KIS00,2004-08-19,48.20894291,146.56331584
LT51910252004232KIS00,2004-08-19,48.20894291,146.56331584
LE71920252004247ASN01,2004-09-03,44.0225067,152.2756042
LE71920252004247ASN01,2004-09-03,44.0225067,152.2756042
LE71920252004247ASN01,2004-09-03,44.0225067,152.2756042
LT51910252004248KIS00,2004-09-04,43.33962069,150.94984846
LT51910252004248KIS00,2004-09-04,43.33962069,150.94984846
LE71920252004263EDC02,2004-09-19,38.5535774,156.2671356
LE71920252004263EDC02,2004-09-19,38.5535774,156.2671356
LE71920252004263EDC02,2004-09-19,38.5535774,156.2671356
LT51910252004264KIS00,2004-09-20,37.93748805,155.17314021
LT51910252004264KIS00,2004-09-20,37.93748805,155.17314021
LE71920252004279PFS01,2004-10-05,32.8268509,159.6530914
LE71920252004279PFS01,2004-10-05,32.8268509,159.6530914
LE71920252004279PFS01,2004-10-05,32.8268509,159.6530914
LT51910252004280KIS00,2004-10-06,32.27849025,158.73384247
LT51910252004280KIS00,2004-10-06,32.27849025,158.73384247
LT51920252004287KIS00,2004-10-13,29.80925004,159.99891626
LT51920252004287KIS00,2004-10-13,29.80925004,159.99891626
LT51920252004335KIS00,2004-11-30,16.27796262,162.74708121
LT51920252004335KIS00,2004-11-30,16.27796262,162.74708121
LE71910252004336ASN00,2004-12-01,16.2615623,163.5325317
LE71910252004336ASN00,2004-12-01,16.2615623,163.5325317
LE71910252004336ASN00,2004-12-01,16.2615623,163.5325317
LE71920252005105ASN00,2005-04-15,46.4763832,151.2206421
LE71920252005105ASN00,2005-04-15,46.4763832,151.2206421
LE71920252005105ASN00,2005-04-15,46.4763832,151.2206421
LT51910252005106KIS00,2005-04-16,46.62134092,150.39916119
LT51910252005106KIS00,2005-04-16,46.62134092,150.39916119
LT51920252005113KIS00,2005-04-23,49.01368775,149.74814583
LT51920252005113KIS00,2005-04-23,49.01368775,149.74814583
LE71910252005114EDC00,2005-04-24,49.547821,150.3924103
LE71910252005114EDC00,2005-04-24,49.547821,150.3924103
LE71910252005114EDC00,2005-04-24,49.547821,150.3924103
LE71920252005121ASN00,2005-05-01,51.7117615,149.6045227
LE71920252005121ASN00,2005-05-01,51.7117615,149.6045227
LE71920252005121ASN00,2005-05-01,51.7117615,149.6045227
LT51910252005122KIS00,2005-05-02,51.79817938,148.75598053
LT51910252005122KIS00,2005-05-02,51.79817938,148.75598053
LE71910252005130ASN00,2005-05-10,54.1402283,148.4032135
LE71910252005130ASN00,2005-05-10,54.1402283,148.4032135
LE71910252005130ASN00,2005-05-10,54.1402283,148.4032135
LT51920252005145KIS00,2005-05-25,56.96934538,145.34247581
LT51920252005145KIS00,2005-05-25,56.96934538,145.34247581
LE71910252005146ASN00,2005-05-26,57.3071938,145.8527222
LE71910252005146ASN00,2005-05-26,57.3071938,145.8527222
LE71910252005146ASN00,2005-05-26,57.3071938,145.8527222
LE71920252005153ASN00,2005-06-02,58.1797943,144.6955414
LE71920252005153ASN00,2005-06-02,58.1797943,144.6955414
LE71920252005153ASN00,2005-06-02,58.1797943,144.6955414
LT51910252005154KIS00,2005-06-03,58.10022818,143.89777404
LT51910252005154KIS00,2005-06-03,58.10022818,143.89777404
LT51910252005170KIS00,2005-06-19,58.78304372,141.80165581
LT51910252005170KIS00,2005-06-19,58.78304372,141.80165581
LE71910252005178ASN00,2005-06-27,58.6643753,141.7895508
LE71910252005178ASN00,2005-06-27,58.6643753,141.7895508
LE71910252005178ASN00,2005-06-27,58.6643753,141.7895508
LE71920252005185EDC00,2005-07-04,58.11166,141.6335297
LE71920252005185EDC00,2005-07-04,58.11166,141.6335297
LE71920252005185EDC00,2005-07-04,58.11166,141.6335297
LT51920252005193KIS00,2005-07-12,57.01713158,141.38871198
LT51920252005193KIS00,2005-07-12,57.01713158,141.38871198
LT51920252005209KIS00,2005-07-28,54.21132525,143.35613979
LT51920252005209KIS00,2005-07-28,54.21132525,143.35613979
LE71910252005210EDC00,2005-07-29,54.1042633,143.9377289
LE71910252005210EDC00,2005-07-29,54.1042633,143.9377289
LE71910252005210EDC00,2005-07-29,54.1042633,143.9377289
LE71920252005217ASN00,2005-08-05,52.4972191,145.2728729
LE71920252005217ASN00,2005-08-05,52.4972191,145.2728729
LE71920252005217ASN00,2005-08-05,52.4972191,145.2728729
LT51920252005241KIS00,2005-08-29,45.68824945,150.79199356
LT51920252005241KIS00,2005-08-29,45.68824945,150.79199356
LE71910252005242EDC00,2005-08-30,45.4224243,151.3197174
LE71910252005242EDC00,2005-08-30,45.4224243,151.3197174
LE71910252005242EDC00,2005-08-30,45.4224243,151.3197174
LE71920252005249EDC00,2005-09-06,43.1383934,153.131424
LE71920252005249EDC00,2005-09-06,43.1383934,153.131424
LE71920252005249EDC00,2005-09-06,43.1383934,153.131424
LT51910252005250KIS00,2005-09-07,42.77122846,153.15700944
LT51910252005250KIS00,2005-09-07,42.77122846,153.15700944
LT51920252005257KIS00,2005-09-14,40.38827844,154.93254757
LT51920252005257KIS00,2005-09-14,40.38827844,154.93254757
LE71920252005265ASN00,2005-09-22,37.5981293,157.0423126
LE71920252005265ASN00,2005-09-22,37.5981293,157.0423126
LE71920252005265ASN00,2005-09-22,37.5981293,157.0423126
LT51910252005266KIS00,2005-09-23,37.23140968,157.08567691
LT51910252005266KIS00,2005-09-23,37.23140968,157.08567691
LE71910252005274EDC00,2005-10-01,34.3741531,158.9708405
LE71910252005274EDC00,2005-10-01,34.3741531,158.9708405
LE71910252005274EDC00,2005-10-01,34.3741531,158.9708405
LE71920252005281ASN00,2005-10-08,31.879797,160.3621979
LE71920252005281ASN00,2005-10-08,31.879797,160.3621979
LE71920252005281ASN00,2005-10-08,31.879797,160.3621979
LT51910252005282KIS00,2005-10-09,31.50583207,160.30683358
LT51910252005282KIS00,2005-10-09,31.50583207,160.30683358
LT51920252005289KIS00,2005-10-16,29.03366968,161.41852168
LT51920252005289KIS00,2005-10-16,29.03366968,161.41852168
LE71910252005322ASN00,2005-11-18,18.9860115,164.0495605
LE71910252005322ASN00,2005-11-18,18.9860115,164.0495605
LE71910252005322ASN00,2005-11-18,18.9860115,164.0495605
LE71920252006108EDC00,2006-04-18,47.482029,151.1085205
LE71920252006108EDC00,2006-04-18,47.482029,151.1085205
LE71920252006108EDC00,2006-04-18,47.482029,151.1085205
LT51910252006109KIS00,2006-04-19,47.9439988,151.75573925
LT51910252006109KIS00,2006-04-19,47.9439988,151.75573925
LT51920252006116KIS00,2006-04-26,50.27641234,151.14093597
LT51920252006116KIS00,2006-04-26,50.27641234,151.14093597
LE71920252006124ASN00,2006-05-04,52.5340996,149.385437
LE71920252006124ASN00,2006-05-04,52.5340996,149.385437
LE71920252006124ASN00,2006-05-04,52.5340996,149.385437
LT51910252006125KIS00,2006-05-05,52.96326885,150.17753407
LT51910252006125KIS00,2006-05-05,52.96326885,150.17753407
LT51920252006132KIS00,2006-05-12,54.76825795,149.26329351
LT51920252006132KIS00,2006-05-12,54.76825795,149.26329351
LT51920252006164KIS00,2006-06-13,59.19209131,144.52787578
LT51920252006164KIS00,2006-06-13,59.19209131,144.52787578
LE71910252006165ASN00,2006-06-14,58.9416313,143.094101
LE71910252006165ASN00,2006-06-14,58.9416313,143.094101
LE71910252006165ASN00,2006-06-14,58.9416313,143.094101
LE71920252006172EDC00,2006-06-21,58.948101,142.3397369
LE71920252006172EDC00,2006-06-21,58.948101,142.3397369
LE71920252006172EDC00,2006-06-21,58.948101,142.3397369
LT51910252006173KIS00,2006-06-22,59.2306526,143.62681367
LT51910252006173KIS00,2006-06-22,59.2306526,143.62681367
LT51920252006180KIS00,2006-06-29,58.90743682,143.23776294
LT51920252006180KIS00,2006-06-29,58.90743682,143.23776294
LE71920252006188ASN00,2006-07-07,57.8486862,141.7865753
LE71920252006188ASN00,2006-07-07,57.8486862,141.7865753
LE71920252006188ASN00,2006-07-07,57.8486862,141.7865753
LT51920252006196KIS02,2006-07-15,57.13029435,143.65517598
LT51920252006196KIS02,2006-07-15,57.13029435,143.65517598
LE71910252006197ASN00,2006-07-16,56.6207809,142.2919159
LE71910252006197ASN00,2006-07-16,56.6207809,142.2919159
LE71910252006197ASN00,2006-07-16,56.6207809,142.2919159
